producto;sku;venta_ars;compra_pdf_ars;diferencia_antes_de_gastos_ars;margen_antes_de_gastos_pct;pagina_pdf;estado;mercado_libre
TOTAL ROTOMARTILLO 20V TRHLI202287 2B 4A.H MOTOR SIN ESCOBILLA;529198;235900.0;151296.0;84604.0;35.86;282;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW VENTILADOR AXIAL MÓVIL 8"" WGFJ2A08 220V";616744;17200.0;11032.0;6168.0;35.86;336;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CUERDA 2T 3M THTWS0203;99592;17200.0;11032.0;6168.0;35.86;328;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT DE CEPILLOS PARA HIDROLAVADORA 5PCS TMGF0501;521116;36400.0;23344.0;13056.0;35.87;197;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO TALADRO + LLAVE DE IMPACTO TCKLI20275;553841;319500.0;204880.0;114620.0;35.87;68;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO 20V TDLI206681 66NM MOTOR SIN ESCOBILLAS;542050;122900.0;78800.0;44100.0;35.88;283;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE RODILLO DE PINTURA 14 EN 1 THT862302;512381;13800.0;8826.0;4974.0;36.04;147;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR TG11012526 1100W;381031;118000.0;75648.0;42352.0;35.89;45;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARRITO DE CARGA PLEGABLE 100KG WWB8A10;490368;78000.0;50006.0;27994.0;35.89;30;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TECLE GRUA CADENA 3T X1.5M THSLB3001;531962;345800.0;221765.0;124035.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SOPORTE PARA TALADRO PERFORACION WADS1509;460347;42900.0;27514.0;15386.0;35.86;277;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MULTIMETRO DIGITAL TMT47503;437424;31900.0;20488.0;11412.0;35.77;233;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW COMPRESOR DE RESORTES HELICOIDALES 7PCS WHJ3D07;614023;288600.0;185082.0;103518.0;35.87;95;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CANDADO 70MM TLK32703 411G;341158;26600.0;17090.0;9510.0;35.75;87;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL FRESA 8MM TACSR1121 12PCS;317245;45800.0;29345.0;16455.0;35.93;213;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTADOR DE AZULEJOS 1200MM THT12001;122856;13800.0;8826.0;4974.0;36.04;140;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL RODILLERAS 215X180MM THKPT0201;512480;17200.0;11032.0;6168.0;35.86;332;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SIERRA CIRCULAR 20V WLWP5523;580021;187200.0;120053.0;67147.0;35.87;256;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CALIBRADOR DIGITAL TMT331501 150MM;486590;31900.0;20488.0;11412.0;35.77;229;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO PERCUTOR 20V 96NM TIDLI209685 S/B;18296;137600.0;88256.0;49344.0;35.86;73;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO DE IMPACTO 16V TIDLI166062 2B MOTOR SIN ESCOBILL;586436;141700.0;90875.0;50825.0;35.87;56;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMPRESOR DE AIRE AUTOMÁTICO 40V TACLI2003;486873;431600.0;276790.0;154810.0;35.87;94;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LLAVE EN T 13MM WTH1113;528382;3100.0;2002.0;1098.0;35.42;131;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PROBADOR DE BATERIA 200-1000CCA WBD1510;543484;68900.0;44188.0;24712.0;35.87;82;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SELLADOR DE PLÁSTICO 400MM WXY1004;543354;70200.0;45020.0;25180.0;35.87;322;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ASPIRADORA SECO-HUMEDO 20L WVR2A20;110976;137600.0;88256.0;49344.0;35.86;203;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW JUEGO DE DADOS DE IMPACTO 3/4"" 8PCS WMS4D08";616836;31900.0;20488.0;11412.0;35.77;74;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 8V TSDLI0802 IONES DE LITIO;487405;157300.0;100864.0;56436.0;35.88;62;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
MEDICUBE ROSEMARY PDRN DAMAGE CARE HAIR MASK 200ML;;41600.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
"TOTAL KIT HERRAMIENTA THT121251 25PCS 1/2""";368049;114400.0;73366.0;41034.0;35.87;111;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA UTG10912556 900W;415842;87500.0;56106.0;31394.0;35.88;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ASPERSOR DE 15 ORIFICIOS WSN1E17;461269;20800.0;13339.0;7461.0;35.87;313;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW AMOLADORA ANGULAR 1800W WAG851801;463812;176900.0;113472.0;63428.0;35.86;49;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW FRESA ROTATIVA 6MM-8MM WYE3K04;543712;11700.0;7505.0;4195.0;35.85;216;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MOCHILA PARA HERRAMIENTAS 8KG WTG4100;488884;37700.0;24179.0;13521.0;35.86;30;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO DE GOMA 450G WHM7304;469395;7800.0;5002.0;2798.0;35.87;165;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTACÉSPED 1600W 45L TGT616152;490887;17200.0;11032.0;6168.0;35.86;324;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW EXTRACTOR DE ENGRANAJES 4"" 3 MORDAZAS WGP3A04";488631;17200.0;11032.0;6168.0;35.86;338;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ENGRAPADORA CLAVADORA NEUMÁTICA TAT81501 2IN1;239790;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 4PCS INÁLAMBRICO 20V TOSLI240969;521062;486600.0;312048.0;174552.0;35.87;327;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO INALAMBRICO 4PCS TOSLI241292;529303;486600.0;312048.0;174552.0;35.87;84;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL LIJADORA ROTO ORBITAL 5"" 20V TROSLI20021";415057;150800.0;96710.0;54090.0;35.87;214;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW HACHA MANGO DE MADERA 1250G WMB6312;460521;22100.0;14175.0;7925.0;35.86;317;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SET HERRAMIENTAS JUEGO DE DADOS 156PCS 1/4"",3/8"",1/2"" TH";536585;358800.0;230102.0;128698.0;35.87;117;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 2PCS SOPLADOR + ASPIRADOR 20V TOSLI240999;612258;285100.0;182816.0;102284.0;35.88;199;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS 172PCS THKTHP41728;583923;255600.0;163904.0;91696.0;35.87;32;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TALADRO DE IMPACTO 850W 13MM WMD15851;489232;88500.0;56736.0;31764.0;35.89;74;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LIJADORA ANGULAR TDSLI2051 20V;465410;83200.0;53357.0;29843.0;35.87;54;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO TALADRO + MARTILLO + AMOLADORA 20V TOSLI241183;521079;319500.0;204880.0;114620.0;35.87;279;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GRAPADORA 3 EN 1 THT31143;436946;15600.0;10004.0;5596.0;35.87;109;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE LLAVE TORX CON MANGO EN T WHK3481 8PCS;528320;8800.0;5674.0;3126.0;35.52;157;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE DADOS CR-V 3/8'' 12PCS UWST3212;565295;28000.0;17925.0;10075.0;35.98;127;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW TIJERA PARA HOJALATA 10"" WAS4912";469364;13600.0;8753.0;4847.0;35.64;186;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CONJUNTO DE FIJACIÓN 3PCS THRSG0401;502252;35500.0;22761.0;12739.0;35.88;302;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO CLAVO TAT73166 16OZ;341721;10700.0;6887.0;3813.0;35.64;161;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL NIVEL LASER TLL156503 18M ROJO 2 LINEAS;521390;122200.0;78368.0;43832.0;35.87;227;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOMBA SUMERGIBLE TWP64006 400W 0.5HP 8M;531757;127400.0;81703.0;45697.0;35.87;196;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MESA DE 3 BANDEJAS 30KG WWB5307;126786;17200.0;11032.0;6168.0;35.86;335;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE DE FENDA THTIS5125 ISOLADO;341776;8800.0;5674.0;3126.0;35.52;151;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATIVO TH308266-2 800W SDS PLUS;367424;152400.0;97712.0;54688.0;35.88;281;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT HERRAMIENTAS MANUALES 5PCS WHS1M05;537551;21400.0;13755.0;7645.0;35.72;310;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL FRESADORA 600W UTLT6001 6MM;536691;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA UTG1091156 950W 115MM;456920;87500.0;56106.0;31394.0;35.88;45;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA 42V 2.0AH TFBLI42201;553230;81900.0;52525.0;29375.0;35.87;78;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO DE BROCAS 4PCS TOS26068;564885;486600.0;312048.0;174552.0;35.87;14;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE BROCHAS PARA PINTURA 12PCS THT84501201;536608;13800.0;8826.0;4974.0;36.04;144;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ROTOMARTILLO UTH110266 1050W SDS PLUS;495578;179400.0;115051.0;64349.0;35.87;279;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW JUEGO DE SOCKET 1/2"" WST2212 12PCS";460910;13800.0;8826.0;4974.0;36.04;157;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MANGUERA DE AGUA CON CARRETE RETRÁCTIL 1/2 WVZ1520;489522;17200.0;11032.0;6168.0;35.86;335;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE RUEDAS GIRATORIAS 4PCS WJLS9304;538091;17200.0;11032.0;6168.0;35.86;335;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE CORTE DE ACCIÓN COMPUESTA 8.5"" 215MM CR-V THT";595971;19500.0;12507.0;6993.0;35.86;172;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO DE PEÑA CRUZADA WHM5325;543033;7800.0;5002.0;2798.0;35.87;166;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW NIVEL LASER AUTONIVELANTE VERDE 0-30MT MÁGNETICO 2 LINE;505796;96200.0;61694.0;34506.0;35.87;228;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO UTH308266 800W SDS PLUS;367936;152400.0;97712.0;54688.0;35.88;280;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TIJERA DE PODAR 20MM WPR1E79;488860;27300.0;17509.0;9791.0;35.86;177;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL HIDROLAVADORA ALTA PRESIÓN 3000W 1850PSI TGT11276;446617;466900.0;299440.0;167460.0;35.87;198;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES 10PCS THT250610;340427;15700.0;10086.0;5614.0;35.76;144;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SOPLADOR/ASPIRADOR 20V TABLI200281;511964;186800.0;119776.0;67024.0;35.88;203;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MANGUERA VIBRADOR HORMIGÓN TPVP1381A 38MM;350990;200200.0;128390.0;71810.0;35.87;305;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE SUECA PARA TUBOS 45° 55MM THT172153;487610;23400.0;15007.0;8393.0;35.87;114;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SILLA MECANICO THCS103 110KG;532235;41800.0;26792.0;15008.0;35.9;36;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS MANUALES AISLADAS THKIST3082 8PCS;514910;31900.0;20488.0;11412.0;35.77;329;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS 288PCS THPTCS82882;28110;255600.0;163904.0;91696.0;35.87;329;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ARRANCADOR DE ENGRANAJE THTGP266 2 GARRAS;316453;52000.0;33348.0;18652.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE LLUVIA TSP302L.45;341011;23400.0;15007.0;8393.0;35.87;244;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL BOLSA DE HERRAMIENTAS 19"" THT261925";201315;13800.0;8826.0;4974.0;36.04;135;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL REGLA DE ÁNGULO DIGITAL TMT333601;437387;17200.0;11032.0;6168.0;35.86;332;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR DE IMPACTO DADO HEXAGONAL 1/4 20V 285NM UTI;511919;231400.0;148384.0;83016.0;35.88;52;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVES DE ESTRELLAS ACODADAS 8PCS THT102486;366595;31900.0;20488.0;11412.0;35.77;146;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARGADOR DE BATERIA 1A WFCP510;471169;31900.0;20488.0;11412.0;35.77;85;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SIERRA CIRCULAR 2200W 9"" TS122235622";521130;137600.0;88256.0;49344.0;35.86;262;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL SIERRA CIRCULAR TSLI1652 MADERA 6""";511940;137600.0;88256.0;49344.0;35.86;263;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATIVO TH1153236 1500W SDS PLUS;455305;234000.0;150051.0;83949.0;35.88;275;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW DESTORNILLADOR PLANO WSD3933;462082;5400.0;3467.0;1933.0;35.8;156;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GRIFO DE COCINA WZD1528;469821;51500.0;33014.0;18486.0;35.9;91;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
